Test,Threads,Time,Count,Verified
100,4,0.047330,166623,166623
1,8,0.052431,166623,166623
2,8,0.063825,166623,166623
3,8,0.065513,166623,166623
4,8,0.066720,166623,166623
5,8,0.065896,166623,166623
6,8,0.064814,166623,166623
7,8,0.047344,166623,166623
8,8,0.044103,166623,166623
9,8,0.045563,166623,166623
10,8,0.046569,166623,166623
11,8,0.048319,166623,166623
12,8,0.046836,166623,166623
13,8,0.040862,166623,166623
14,8,0.037162,166623,166623
15,8,0.039761,166623,166623
16,8,0.013995,166623,166623
17,8,0.011136,166623,166623
18,8,0.023030,166623,166623
19,8,0.046211,166623,166623
20,8,0.034274,166623,166623
21,8,0.051512,166623,166623
22,8,0.057698,166623,166623
23,8,0.048363,166623,166623
24,8,0.068945,166623,166623
25,8,0.069368,166623,166623
26,8,0.067570,166623,166623
27,8,0.060488,166623,166623
28,8,0.061572,166623,166623
29,8,0.050456,166623,166623
30,8,0.052856,166623,166623
31,8,0.051884,166623,166623
32,8,0.041682,166623,166623
33,8,0.044157,166623,166623
34,8,0.045290,167401,167401
35,8,0.057185,167401,167401
36,8,0.047988,167401,167401
37,8,0.055180,167401,167401
38,8,0.054926,167401,167401
39,8,0.045795,167401,167401
40,8,0.048958,167401,167401
41,8,0.053433,167401,167401
42,8,0.052197,167401,167401
43,8,0.057650,167401,167401
44,8,0.056957,167401,167401
45,8,0.054147,167401,167401
46,8,0.045553,167401,167401
47,8,0.053414,167401,167401
48,8,0.054152,167401,167401
49,8,0.021530,167401,167401
50,8,0.044958,167401,167401
51,8,0.034762,167401,167401
52,8,0.039767,167401,167401
53,8,0.064504,167401,167401
54,8,0.051905,167401,167401
55,8,0.069003,167401,167401
56,8,0.050607,167401,167401
57,8,0.068009,167401,167401
58,8,0.066374,167401,167401
59,8,0.034884,167401,167401
60,8,0.024994,167401,167401
61,8,0.068461,167401,167401
62,8,0.067220,167401,167401
63,8,0.065105,167401,167401
64,8,0.070924,167401,167401
65,8,0.063456,167401,167401
66,8,0.064808,167401,167401
67,8,0.066482,167401,167401
68,8,0.062082,166736,166736
69,8,0.066092,166736,166736
70,8,0.027553,166736,166736
71,8,0.040478,166736,166736
72,8,0.052227,166736,166736
73,8,0.051065,166736,166736
74,8,0.052585,166736,166736
75,8,0.041586,166736,166736
76,8,0.044466,166736,166736
77,8,0.053137,166736,166736
78,8,0.066326,166736,166736
79,8,0.062769,166736,166736
80,8,0.067376,166736,166736
81,8,0.069851,166736,166736
82,8,0.069769,166736,166736
83,8,0.060240,166736,166736
84,8,0.068485,166736,166736
85,8,0.069781,166736,166736
86,8,0.071310,166736,166736
87,8,0.068561,166736,166736
88,8,0.067766,166736,166736
89,8,0.071735,166736,166736
90,8,0.068605,166736,166736
91,8,0.071724,166736,166736
92,8,0.069443,166736,166736
93,8,0.070115,166736,166736
94,8,0.066568,166736,166736
95,8,0.067400,166736,166736
96,8,0.069555,166736,166736
97,8,0.066477,166736,166736
98,8,0.063202,166736,166736
99,8,0.069063,166736,166736
100,8,0.068424,166736,166736
1,16,0.045272,166736,166736
2,16,0.058007,166736,166736
3,16,0.075455,166374,166374
4,16,0.073488,166374,166374
5,16,0.071747,166374,166374
6,16,0.075776,166374,166374
7,16,0.070075,166374,166374
8,16,0.070307,166374,166374
9,16,0.068079,166374,166374
10,16,0.071139,166374,166374
11,16,0.070422,166374,166374
12,16,0.068607,166374,166374
13,16,0.071116,166374,166374
14,16,0.067459,166374,166374
15,16,0.068615,166374,166374
16,16,0.071737,166374,166374
17,16,0.070397,166374,166374
18,16,0.060325,166374,166374
19,16,0.067872,166374,166374
20,16,0.070356,166374,166374
21,16,0.035684,166374,166374
22,16,0.062139,166374,166374
23,16,0.065275,166374,166374
24,16,0.066796,166374,166374
25,16,0.067816,166374,166374
26,16,0.067259,166374,166374
27,16,0.068220,166374,166374
28,16,0.069849,166374,166374
29,16,0.064032,166374,166374
30,16,0.069529,166374,166374
31,16,0.068167,166374,166374
32,16,0.068140,166374,166374
33,16,0.063608,166374,166374
34,16,0.065312,166374,166374
35,16,0.068245,166374,166374
36,16,0.071207,166374,166374
37,16,0.067966,166374,166374
38,16,0.068347,166374,166374
39,16,0.073321,166402,166402
40,16,0.071406,166402,166402
41,16,0.065309,166402,166402
42,16,0.039599,166402,166402
43,16,0.070581,166402,166402
44,16,0.069647,166402,166402
45,16,0.067297,166402,166402
46,16,0.066608,166402,166402
47,16,0.070476,166402,166402
48,16,0.069260,166402,166402
49,16,0.067447,166402,166402
50,16,0.068186,166402,166402
51,16,0.070309,166402,166402
52,16,0.071566,166402,166402
53,16,0.069392,166402,166402
54,16,0.067690,166402,166402
55,16,0.070545,166402,166402
56,16,0.069738,166402,166402
57,16,0.070524,166402,166402
58,16,0.069678,166402,166402
59,16,0.065612,166402,166402
60,16,0.069903,166402,166402
61,16,0.060033,166402,166402
62,16,0.070100,166402,166402
63,16,0.069898,166402,166402
64,16,0.071188,166402,166402
65,16,0.069803,166402,166402
66,16,0.069893,166402,166402
67,16,0.070047,166402,166402
68,16,0.071248,166402,166402
69,16,0.067141,166402,166402
70,16,0.072292,166402,166402
71,16,0.076817,166402,166402
72,16,0.075502,166402,166402
73,16,0.076483,166402,166402
74,16,0.070632,166895,166895
75,16,0.067816,166895,166895
76,16,0.062895,166895,166895
77,16,0.066297,166895,166895
78,16,0.069719,166895,166895
79,16,0.071012,166895,166895
80,16,0.069692,166895,166895
81,16,0.070598,166895,166895
82,16,0.069356,166895,166895
83,16,0.066873,166895,166895
84,16,0.070008,166895,166895
85,16,0.071394,166895,166895
86,16,0.070052,166895,166895
87,16,0.067768,166895,166895
88,16,0.070786,166895,166895
89,16,0.069199,166895,166895
90,16,0.065875,166895,166895
91,16,0.069471,166895,166895
92,16,0.070390,166895,166895
93,16,0.067574,166895,166895
94,16,0.071305,166895,166895
95,16,0.066315,166895,166895
96,16,0.072320,166895,166895
97,16,0.062724,166895,166895
98,16,0.069033,166895,166895
99,16,0.072876,166895,166895
100,16,0.070158,166895,166895
1,32,0.041040,166895,166895
2,32,0.044656,166895,166895
3,32,0.071746,166895,166895
4,32,0.076768,166895,166895
5,32,0.068484,166895,166895
6,32,0.071520,166895,166895
7,32,0.075204,166895,166895
8,32,0.071352,166895,166895
9,32,0.073350,166895,166895
10,32,0.072393,166691,166691
11,32,0.068776,166691,166691
12,32,0.071878,166691,166691
13,32,0.073621,166691,166691
14,32,0.070984,166691,166691
15,32,0.071179,166691,166691
16,32,0.066992,166691,166691
17,32,0.069569,166691,166691
18,32,0.072601,166691,166691
19,32,0.063863,166691,166691
20,32,0.057325,166691,166691
21,32,0.033950,166691,166691
22,32,0.031763,166691,166691
23,32,0.012158,166691,166691
24,32,0.047849,166691,166691
25,32,0.039185,166691,166691
26,32,0.036891,166691,166691
27,32,0.062895,166691,166691
28,32,0.062906,166691,166691
29,32,0.065765,166691,166691
30,32,0.061934,166691,166691
31,32,0.058919,166691,166691
32,32,0.058270,166691,166691
33,32,0.060412,166691,166691
34,32,0.048110,166691,166691
35,32,0.047250,166691,166691
36,32,0.054330,166691,166691
37,32,0.049449,166691,166691
38,32,0.051376,166691,166691
39,32,0.055789,166691,166691
40,32,0.048774,166691,166691
41,32,0.065367,166691,166691
42,32,0.060168,166691,166691
43,32,0.056036,166691,166691
44,32,0.066054,166691,166691
45,32,0.054420,167062,167062
46,32,0.051486,167062,167062
47,32,0.052875,167062,167062
48,32,0.065620,167062,167062
49,32,0.058847,167062,167062
50,32,0.061205,167062,167062
51,32,0.065395,167062,167062
52,32,0.062637,167062,167062
53,32,0.071921,167062,167062
54,32,0.067042,167062,167062
55,32,0.026453,167062,167062
56,32,0.034678,167062,167062
57,32,0.063752,167062,167062
58,32,0.061129,167062,167062
59,32,0.063509,167062,167062
60,32,0.048901,167062,167062
61,32,0.036884,167062,167062
62,32,0.044514,167062,167062
63,32,0.041481,167062,167062
64,32,0.034215,167062,167062
65,32,0.046653,167062,167062
66,32,0.055034,167062,167062
67,32,0.057028,167062,167062
68,32,0.065085,167062,167062
69,32,0.069495,167062,167062
70,32,0.069907,167062,167062
71,32,0.072441,167062,167062
72,32,0.060232,167062,167062
73,32,0.060172,167062,167062
74,32,0.059934,167062,167062
75,32,0.060882,167062,167062
76,32,0.057895,167062,167062
77,32,0.073494,167062,167062
78,32,0.066632,167062,167062
79,32,0.066807,167062,167062
80,32,0.070129,166769,166769
81,32,0.066500,166769,166769
82,32,0.062274,166769,166769
83,32,0.065736,166769,166769
84,32,0.045820,166769,166769
85,32,0.025063,166769,166769
86,32,0.045474,166769,166769
87,32,0.040689,166769,166769
88,32,0.030597,166769,166769
89,32,0.030685,166769,166769
90,32,0.033215,166769,166769
91,32,0.036755,166769,166769
92,32,0.048855,166769,166769
93,32,0.017639,166769,166769
94,32,0.056510,166769,166769
95,32,0.064523,166769,166769
96,32,0.066486,166769,166769
97,32,0.066316,166769,166769
98,32,0.062647,166769,166769
99,32,0.046982,166769,166769
100,32,0.062593,166769,166769
